x,y,S
-4.3791,0.31732,-0.11132
-4.2521,0.31732,-0.11393
-4.1252,0.31732,-0.12103
-3.9983,0.31732,-0.13231
-3.8713,0.31732,-0.14738
-3.7444,0.31732,-0.1658
-3.6175,0.31732,-0.18707
-3.4906,0.31732,-0.21063
-3.3636,0.31732,-0.23592
-3.2367,0.31732,-0.26231
-3.1098,0.31732,-0.28917
-2.9828,0.31732,-0.31588
-2.8559,0.31732,-0.34179
-2.729,0.31732,-0.36629
-2.6021,0.31732,-0.38877
-2.4751,0.31732,-0.40868
-2.3482,0.31732,-0.42548
-2.2213,0.31732,-0.4387
-2.0943,0.31732,-0.44793
-1.9674,0.31732,-0.45281
-1.8405,0.31732,-0.45306
-1.7135,0.31732,-0.44847
-1.5866,0.31732,-0.43891
-1.4597,0.31732,-0.42434
-1.3328,0.31732,-0.40477
-1.2058,0.31732,-0.38032
-1.0789,0.31732,-0.35119
-0.95197,0.31732,-0.31763
-0.82504,0.31732,-0.27998
-0.69811,0.31732,-0.23864
-0.57118,0.31732,-0.19407
-0.44425,0.31732,-0.1468
-0.31732,0.31732,-0.097359
-0.19039,0.31732,-0.046356
-0.063465,0.31732,0.0055966
0.063465,0.31732,0.057868
0.19039,0.31732,0.10982
0.31732,0.31732,0.16082
0.44425,0.31732,0.21026
0.57118,0.31732,0.25754
0.69811,0.31732,0.3021
0.82504,0.31732,0.34344
0.95197,0.31732,0.38109
1.0789,0.31732,0.41465
1.2058,0.31732,0.44379
1.3328,0.31732,0.46823
1.4597,0.31732,0.4878
1.5866,0.31732,0.50238
1.7135,0.31732,0.51194
1.8405,0.31732,0.51653
1.9674,0.31732,0.51628
2.0943,0.31732,0.5114
2.2213,0.31732,0.50217
2.3482,0.31732,0.48894
2.4751,0.31732,0.47214
2.6021,0.31732,0.45224
2.729,0.31732,0.42975
2.8559,0.31732,0.40526
2.9828,0.31732,0.37934
3.1098,0.31732,0.35264
3.2367,0.31732,0.32577
3.3636,0.31732,0.29938
3.4906,0.31732,0.2741
3.6175,0.31732,0.25053
3.7444,0.31732,0.22927
3.8713,0.31732,0.21084
3.9983,0.31732,0.19577
4.1252,0.31732,0.18449
4.2521,0.31732,0.17739
4.3791,0.31732,0.17479
4.506,0.31732,0.17693
4.6329,0.31732,0.18398
4.7598,0.31732,0.19604
4.8868,0.31732,0.21312
5.0137,0.31732,0.23514
5.1406,0.31732,0.26195
5.2676,0.31732,0.29333
5.3945,0.31732,0.32897
5.5214,0.31732,0.36852
5.6484,0.31732,0.41152
5.7753,0.31732,0.45751
5.9022,0.31732,0.50594
6.0291,0.31732,0.55623
6.1561,0.31732,0.60778
6.283,0.31732,0.65997
-6.283,0.44425,-0.5838
-6.1561,0.44425,-0.5167
-6.0291,0.44425,-0.45048
-5.9022,0.44425,-0.38599
-5.7753,0.44425,-0.32408
-5.6484,0.44425,-0.26553
-5.5214,0.44425,-0.21108
-5.3945,0.44425,-0.16141
-5.2676,0.44425,-0.1171
-5.1406,0.44425,-0.078667
-5.0137,0.44425,-0.046526
-4.8868,0.44425,-0.020988
-4.7598,0.44425,-0.0022605
-4.6329,0.44425,0.00956
-4.506,0.44425,0.014487
-4.3791,0.44425,0.012646
-4.2521,0.44425,0.0042712
-4.1252,0.44425,-0.010299
-3.9983,0.44425,-0.030627
-3.8713,0.44425,-0.05618
-3.7444,0.44425,-0.086343
-3.6175,0.44425,-0.12043
-3.4906,0.44425,-0.15768
-3.3636,0.44425,-0.19729
-3.2367,0.44425,-0.23843
-3.1098,0.44425,-0.28023
-2.9828,0.44425,-0.3218
-2.8559,0.44425,-0.36228
-2.729,0.44425,-0.40082
-2.6021,0.44425,-0.43658
-2.4751,0.44425,-0.46879
-2.3482,0.44425,-0.49672
-2.2213,0.44425,-0.51972
-2.0943,0.44425,-0.53722
-1.9674,0.44425,-0.54874
-1.8405,0.44425,-0.55387
-1.7135,0.44425,-0.55234
-1.5866,0.44425,-0.54397
-1.4597,0.44425,-0.52868
-1.3328,0.44425,-0.50651
-1.2058,0.44425,-0.47763
-1.0789,0.44425,-0.44229
-0.95197,0.44425,-0.40086
-0.82504,0.44425,-0.35379
-0.69811,0.44425,-0.30164
-0.57118,0.44425,-0.24505
-0.44425,0.44425,-0.18471
-0.31732,0.44425,-0.12141
-0.19039,0.44425,-0.055949
-0.063465,0.44425,0.010821
0.063465,0.44425,0.078029
0.19039,0.44425,0.1448
0.31732,0.44425,0.21026
0.44425,0.44425,0.27356
0.57118,0.44425,0.3339
0.69811,0.44425,0.39049
0.82504,0.44425,0.44264
0.95197,0.44425,0.48971
1.0789,0.44425,0.53114
1.2058,0.44425,0.56648
1.3328,0.44425,0.59537
1.4597,0.44425,0.61753
1.5866,0.44425,0.63282
1.7135,0.44425,0.64119
1.8405,0.44425,0.64272
1.9674,0.44425,0.63759
2.0943,0.44425,0.62607
2.2213,0.44425,0.60857
2.3482,0.44425,0.58557
2.4751,0.44425,0.55764
2.6021,0.44425,0.52543
2.729,0.44425,0.48967
2.8559,0.44425,0.45113
2.9828,0.44425,0.41065
3.1098,0.44425,0.36908
3.2367,0.44425,0.32728
3.3636,0.44425,0.28614
3.4906,0.44425,0.24653
3.6175,0.44425,0.20928
3.7444,0.44425,0.17519
3.8713,0.44425,0.14503
3.9983,0.44425,0.11948
4.1252,0.44425,0.09915
4.2521,0.44425,0.084579
4.3791,0.44425,0.076204
4.506,0.44425,0.074363
4.6329,0.44425,0.079291
4.7598,0.44425,0.091111
4.8868,0.44425,0.10984
5.0137,0.44425,0.13538
5.1406,0.44425,0.16752
5.2676,0.44425,0.20595
5.3945,0.44425,0.25026
5.5214,0.44425,0.29993
5.6484,0.44425,0.35438
5.7753,0.44425,0.41293
5.9022,0.44425,0.47484
6.0291,0.44425,0.53933
6.1561,0.44425,0.60555
6.283,0.44425,0.67265
-6.283,0.57118,-0.57108
-6.1561,0.57118,-0.48995
-6.0291,0.57118,-0.40993
-5.9022,0.57118,-0.33209
-5.7753,0.57118,-0.25748
-5.6484,0.57118,-0.1871
-5.5214,0.57118,-0.12189
-5.3945,0.57118,-0.062672
-5.2676,0.57118,-0.01021
-5.1406,0.57118,0.03486
-5.0137,0.57118,0.072017
-4.8868,0.57118,0.10087
-4.7598,0.57118,0.12115
-4.6329,0.57118,0.13275
-4.506,0.57118,0.13567
-4.3791,0.57118,0.13008
-4.2521,0.57118,0.11627
-4.1252,0.57118,0.094671
-3.9983,0.57118,0.065828
-3.8713,0.57118,0.030411
-3.7444,0.57118,-0.010805
-3.6175,0.57118,-0.056952
-3.4906,0.57118,-0.10708
-3.3636,0.57118,-0.16019
-3.2367,0.57118,-0.21521
-3.1098,0.57118,-0.27106
-2.9828,0.57118,-0.32663
-2.8559,0.57118,-0.38083
-2.729,0.57118,-0.43257
-2.6021,0.57118,-0.48083
-2.4751,0.57118,-0.52462
-2.3482,0.57118,-0.56303
-2.2213,0.57118,-0.59524
-2.0943,0.57118,-0.62053
-1.9674,0.57118,-0.63828
-1.8405,0.57118,-0.64802
-1.7135,0.57118,-0.64936
-1.5866,0.57118,-0.6421
-1.4597,0.57118,-0.62614
-1.3328,0.57118,-0.60154
-1.2058,0.57118,-0.56848
-1.0789,0.57118,-0.5273
-0.95197,0.57118,-0.47845
-0.82504,0.57118,-0.42252
-0.69811,0.57118,-0.36019
-0.57118,0.57118,-0.29228
-0.44425,0.57118,-0.21966
-0.31732,0.57118,-0.1433
-0.19039,0.57118,-0.064232
-0.063465,0.57118,0.016484
0.063465,0.57118,0.097752
0.19039,0.57118,0.17847
0.31732,0.57118,0.25754
0.44425,0.57118,0.3339
0.57118,0.57118,0.40651
0.69811,0.57118,0.47443
0.82504,0.57118,0.53675
0.95197,0.57118,0.59269
1.0789,0.57118,0.64154
1.2058,0.57118,0.68272
1.3328,0.57118,0.71578
1.4597,0.57118,0.74038
1.5866,0.57118,0.75634
1.7135,0.57118,0.7636
1.8405,0.57118,0.76225
1.9674,0.57118,0.75252
2.0943,0.57118,0.73476
2.2213,0.57118,0.70948
2.3482,0.57118,0.67727
2.4751,0.57118,0.63885
2.6021,0.57118,0.59507
2.729,0.57118,0.54681
2.8559,0.57118,0.49506
2.9828,0.57118,0.44087
3.1098,0.57118,0.3853
3.2367,0.57118,0.32945
3.3636,0.57118,0.27443
3.4906,0.57118,0.22132
3.6175,0.57118,0.17119
3.7444,0.57118,0.12504
3.8713,0.57118,0.083825
3.9983,0.57118,0.048409
4.1252,0.57118,0.019565
4.2521,0.57118,-0.0020367
4.3791,0.57118,-0.015846
4.506,0.57118,-0.021435
4.6329,0.57118,-0.01851
4.7598,0.57118,-0.0069149
4.8868,0.57118,0.013369
5.0137,0.57118,0.04222
5.1406,0.57118,0.079376
5.2676,0.57118,0.12445
5.3945,0.57118,0.17691
5.5214,0.57118,0.23612
5.6484,0.57118,0.30134
5.7753,0.57118,0.37172
5.9022,0.57118,0.44632
6.0291,0.57118,0.52416
6.1561,0.57118,0.60419
6.283,0.57118,0.68532
-6.283,0.69811,-0.55837
-6.1561,0.69811,-0.46431
-6.0291,0.69811,-0.37156
-5.9022,0.69811,-0.28141
-5.7753,0.69811,-0.19511
-5.6484,0.69811,-0.11383
-5.5214,0.69811,-0.038692
-5.3945,0.69811,0.029311
-5.2676,0.69811,0.089287
-5.1406,0.69811,0.14047
-5.0137,0.69811,0.18225
-4.8868,0.69811,0.21416
-4.7598,0.69811,0.23587
-4.6329,0.69811,0.24726
-4.506,0.69811,0.24834
-4.3791,0.69811,0.2393
-4.2521,0.69811,0.22048
-4.1252,0.69811,0.1924
-3.9983,0.69811,0.15571
-3.8713,0.69811,0.1112
-3.7444,0.69811,0.059801
-3.6175,0.69811,0.0025368
-3.4906,0.69811,-0.059466
-3.3636,0.69811,-0.125
-3.2367,0.69811,-0.19282
-3.1098,0.69811,-0.26162
-2.9828,0.69811,-0.33009
-2.8559,0.69811,-0.39692
-2.729,0.69811,-0.46084
-2.6021,0.69811,-0.52061
-2.4751,0.69811,-0.57507
-2.3482,0.69811,-0.62314
-2.2213,0.69811,-0.66383
-2.0943,0.69811,-0.6963
-1.9674,0.69811,-0.71981
-1.8405,0.69811,-0.73378
-1.7135,0.69811,-0.73778
-1.5866,0.69811,-0.73154
-1.4597,0.69811,-0.71497
-1.3328,0.69811,-0.68811
-1.2058,0.69811,-0.65121
-1.0789,0.69811,-0.60464
-0.95197,0.69811,-0.54896
-0.82504,0.69811,-0.48486
-0.69811,0.69811,-0.41316
-0.57118,0.69811,-0.33481
-0.44425,0.69811,-0.25087
-0.31732,0.69811,-0.16248
-0.19039,0.69811,-0.07087
-0.063465,0.69811,0.022699
0.063465,0.69811,0.11692
0.19039,0.69811,0.21049
0.31732,0.69811,0.3021
0.44425,0.69811,0.39049
0.57118,0.69811,0.47443
0.69811,0.69811,0.55278
0.82504,0.69811,0.62448
0.95197,0.69811,0.68858
1.0789,0.69811,0.74426
1.2058,0.69811,0.79083
1.3328,0.69811,0.82773
1.4597,0.69811,0.85459
1.5866,0.69811,0.87116
1.7135,0.69811,0.8774
1.8405,0.69811,0.8734
1.9674,0.69811,0.85943
2.0943,0.69811,0.83592
2.2213,0.69811,0.80346
2.3482,0.69811,0.76276
2.4751,0.69811,0.7147
2.6021,0.69811,0.66024
2.729,0.69811,0.60046
2.8559,0.69811,0.53654
2.9828,0.69811,0.46971
3.1098,0.69811,0.40124
3.2367,0.69811,0.33244
3.3636,0.69811,0.26463
3.4906,0.69811,0.19909
3.6175,0.69811,0.13709
3.7444,0.69811,0.079821
3.8713,0.69811,0.02842
3.9983,0.69811,-0.016086
4.1252,0.69811,-0.052778
4.2521,0.69811,-0.08086
4.3791,0.69811,-0.099676
4.506,0.69811,-0.10872
4.6329,0.69811,-0.10764
4.7598,0.69811,-0.096252
4.8868,0.69811,-0.074534
5.0137,0.69811,-0.042631
5.1406,0.69811,-0.00085153
5.2676,0.69811,0.050335
5.3945,0.69811,0.11031
5.5214,0.69811,0.17831
5.6484,0.69811,0.25346
5.7753,0.69811,0.33473
5.9022,0.69811,0.42103
6.0291,0.69811,0.51118
6.1561,0.69811,0.60393
6.283,0.69811,0.69799
-6.283,0.82504,-0.54566
-6.1561,0.82504,-0.43998
-6.0291,0.82504,-0.3358
-5.9022,0.82504,-0.23458
-5.7753,0.82504,-0.13777
-5.6484,0.82504,-0.046697
-5.5214,0.82504,0.037363
-5.3945,0.82504,0.11327
-5.2676,0.82504,0.17999
-5.1406,0.82504,0.23668
-5.0137,0.82504,0.28261
-4.8868,0.82504,0.31726
-4.7598,0.82504,0.34027
-4.6329,0.82504,0.35147
-4.506,0.82504,0.35089
-4.3791,0.82504,0.33874
-4.2521,0.82504,0.31542
-4.1252,0.82504,0.28152
-3.9983,0.82504,0.23777
-3.8713,0.82504,0.1851
-3.7444,0.82504,0.12454
-3.6175,0.82504,0.057288
-3.4906,0.82504,-0.015383
-3.3636,0.82504,-0.092095
-3.2367,0.82504,-0.17141
-3.1098,0.82504,-0.25185
-2.9828,0.82504,-0.33191
-2.8559,0.82504,-0.4101
-2.729,0.82504,-0.48496
-2.6021,0.82504,-0.55508
-2.4751,0.82504,-0.61913
-2.3482,0.82504,-0.67588
-2.2213,0.82504,-0.7242
-2.0943,0.82504,-0.76311
-1.9674,0.82504,-0.79179
-1.8405,0.82504,-0.80957
-1.7135,0.82504,-0.81595
-1.5866,0.82504,-0.81064
-1.4597,0.82504,-0.79351
-1.3328,0.82504,-0.76463
-1.2058,0.82504,-0.72427
-1.0789,0.82504,-0.67287
-0.95197,0.82504,-0.61105
-0.82504,0.82504,-0.5396
-0.69811,0.82504,-0.45947
-0.57118,0.82504,-0.37175
-0.44425,0.82504,-0.27763
-0.31732,0.82504,-0.17843
-0.19039,0.82504,-0.075551
-0.063465,0.82504,0.029569
0.063465,0.82504,0.13544
0.19039,0.82504,0.24056
0.31732,0.82504,0.34344
0.44425,0.82504,0.44264
0.57118,0.82504,0.53675
0.69811,0.82504,0.62448
0.82504,0.82504,0.70461
0.95197,0.82504,0.77606
1.0789,0.82504,0.83788
1.2058,0.82504,0.88928
1.3328,0.82504,0.92964
1.4597,0.82504,0.95852
1.5866,0.82504,0.97565
1.7135,0.82504,0.98096
1.8405,0.82504,0.97458
1.9674,0.82504,0.9568
2.0943,0.82504,0.92812
2.2213,0.82504,0.88921
2.3482,0.82504,0.84089
2.4751,0.82504,0.78414
2.6021,0.82504,0.72009
2.729,0.82504,0.64997
2.8559,0.82504,0.57511
2.9828,0.82504,0.49692
3.1098,0.82504,0.41685
3.2367,0.82504,0.33642
3.3636,0.82504,0.2571
3.4906,0.82504,0.18039
3.6175,0.82504,0.10772
3.7444,0.82504,0.040464
3.8713,0.82504,-0.020091
3.9983,0.82504,-0.072767
4.1252,0.82504,-0.11651
4.2521,0.82504,-0.15042
4.3791,0.82504,-0.17373
4.506,0.82504,-0.18588
4.6329,0.82504,-0.18646
4.7598,0.82504,-0.17526
4.8868,0.82504,-0.15225
5.0137,0.82504,-0.1176
5.1406,0.82504,-0.071672
5.2676,0.82504,-0.014987
5.3945,0.82504,0.051742
5.5214,0.82504,0.12765
5.6484,0.82504,0.21171
5.7753,0.82504,0.30277
5.9022,0.82504,0.39959
6.0291,0.82504,0.5008
6.1561,0.82504,0.60499
6.283,0.82504,0.71067
-6.283,0.95197,-0.53295
-6.1561,0.95197,-0.41715
-6.0291,0.95197,-0.303
-5.9022,0.95197,-0.19215
-5.7753,0.95197,-0.086174
-5.6484,0.95197,0.01343
-5.5214,0.95197,0.10526
-5.3945,0.95197,0.18805
-5.2676,0.95197,0.26066
-5.1406,0.95197,0.32213
-5.0137,0.95197,0.37169
-4.8868,0.95197,0.40872
-4.7598,0.95197,0.43285
-4.6329,0.95197,0.44389
-4.506,0.95197,0.44187
-4.3791,0.95197,0.42702
-4.2521,0.95197,0.39978
-4.1252,0.95197,0.3608
-3.9983,0.95197,0.31091
-3.8713,0.95197,0.25112
-3.7444,0.95197,0.18259
-3.6175,0.95197,0.10662
-3.4906,0.95197,0.024658
-3.3636,0.95197,-0.061788
-3.2367,0.95197,-0.15112
-3.1098,0.95197,-0.2417
-2.9828,0.95197,-0.33186
-2.8559,0.95197,-0.41995
-2.729,0.95197,-0.50434
-2.6021,0.95197,-0.58348
-2.4751,0.95197,-0.65589
-2.3482,0.95197,-0.72019
-2.2213,0.95197,-0.77516
-2.0943,0.95197,-0.81969
-1.9674,0.95197,-0.85287
-1.8405,0.95197,-0.87397
-1.7135,0.95197,-0.88243
-1.5866,0.95197,-0.87792
-1.4597,0.95197,-0.86031
-1.3328,0.95197,-0.82967
-1.2058,0.95197,-0.78629
-1.0789,0.95197,-0.73068
-0.95197,0.95197,-0.66351
-0.82504,0.95197,-0.58566
-0.69811,0.95197,-0.49819
-0.57118,0.95197,-0.40229
-0.44425,0.95197,-0.29931
-0.31732,0.95197,-0.1907
-0.19039,0.95197,-0.077994
-0.063465,0.95197,0.037189
0.063465,0.95197,0.1532
0.19039,0.95197,0.26839
0.31732,0.95197,0.38109
0.44425,0.95197,0.48971
0.57118,0.95197,0.59269
0.69811,0.95197,0.68858
0.82504,0.95197,0.77606
0.95197,0.95197,0.8539
1.0789,0.95197,0.92107
1.2058,0.95197,0.97669
1.3328,0.95197,1.0201
1.4597,0.95197,1.0507
1.5866,0.95197,1.0683
1.7135,0.95197,1.0728
1.8405,0.95197,1.0644
1.9674,0.95197,1.0433
2.0943,0.95197,1.0101
2.2213,0.95197,0.96555
2.3482,0.95197,0.91059
2.4751,0.95197,0.84628
2.6021,0.95197,0.77388
2.729,0.95197,0.69474
2.8559,0.95197,0.61034
2.9828,0.95197,0.52225
3.1098,0.95197,0.43209
3.2367,0.95197,0.34152
3.3636,0.95197,0.25218
3.4906,0.95197,0.16574
3.6175,0.95197,0.08377
3.7444,0.95197,0.0078084
3.8713,0.95197,-0.060722
3.9983,0.95197,-0.12052
4.1252,0.95197,-0.17041
4.2521,0.95197,-0.20938
4.3791,0.95197,-0.23662
4.506,0.95197,-0.25147
4.6329,0.95197,-0.2535
4.7598,0.95197,-0.24246
4.8868,0.95197,-0.21833
5.0137,0.95197,-0.18129
5.1406,0.95197,-0.13174
5.2676,0.95197,-0.070265
5.3945,0.95197,0.0023472
5.5214,0.95197,0.085133
5.6484,0.95197,0.17696
5.7753,0.95197,0.27657
5.9022,0.95197,0.38255
6.0291,0.95197,0.4934
6.1561,0.95197,0.60754
6.283,0.95197,0.72335
-6.283,1.0789,-0.52025
-6.1561,1.0789,-0.39597
-6.0291,1.0789,-0.2735
-5.9022,1.0789,-0.15459
-5.7753,1.0789,-0.040955
-5.6484,1.0789,0.065785
-5.5214,1.0789,0.16411
-5.3945,1.0789,0.25265
-5.2676,1.0789,0.33019
-5.1406,1.0789,0.39567
-5.0137,1.0789,0.44825
-4.8868,1.0789,0.48728
-4.7598,1.0789,0.51235
-4.6329,1.0789,0.52325
-4.506,1.0789,0.52002
-4.3791,1.0789,0.50291
-4.2521,1.0789,0.47239
-4.1252,1.0789,0.42917
-3.9983,1.0789,0.37414
-3.8713,1.0789,0.3084
-3.7444,1.0789,0.2332
-3.6175,1.0789,0.14996
-3.4906,1.0789,0.060219
-3.3636,1.0789,-0.034368
-3.2367,1.0789,-0.13208
-3.1098,1.0789,-0.23113
-2.9828,1.0789,-0.32974
-2.8559,1.0789,-0.4261
-2.729,1.0789,-0.51847
-2.6021,1.0789,-0.60515
-2.4751,1.0789,-0.68454
-2.3482,1.0789,-0.75517
-2.2213,1.0789,-0.81569
-2.0943,1.0789,-0.86492
-1.9674,1.0789,-0.90187
-1.8405,1.0789,-0.92574
-1.7135,1.0789,-0.93594
-1.5866,1.0789,-0.9321
-1.4597,1.0789,-0.91408
-1.3328,1.0789,-0.88197
-1.2058,1.0789,-0.83608
-1.0789,1.0789,-0.77693
-0.95197,1.0789,-0.70529
-0.82504,1.0789,-0.6221
-0.69811,1.0789,-0.52848
-0.57118,1.0789,-0.42576
-0.44425,1.0789,-0.31536
-0.31732,1.0789,-0.19887
-0.19039,1.0789,-0.077958
-0.063465,1.0789,0.045641
0.063465,1.0789,0.17014
0.19039,1.0789,0.29374
0.31732,1.0789,0.41465
0.44425,1.0789,0.53114
0.57118,1.0789,0.64154
0.69811,1.0789,0.74426
0.82504,1.0789,0.83788
0.95197,1.0789,0.92107
1.0789,1.0789,0.99271
1.2058,1.0789,1.0519
1.3328,1.0789,1.0977
1.4597,1.0789,1.1299
1.5866,1.0789,1.1479
1.7135,1.0789,1.1517
1.8405,1.0789,1.1415
1.9674,1.0789,1.1176
2.0943,1.0789,1.0807
2.2213,1.0789,1.0315
2.3482,1.0789,0.97095
2.4751,1.0789,0.90032
2.6021,1.0789,0.82093
2.729,1.0789,0.73425
2.8559,1.0789,0.64188
2.9828,1.0789,0.54552
3.1098,1.0789,0.44691
3.2367,1.0789,0.34786
3.3636,1.0789,0.25015
3.4906,1.0789,0.15556
3.6175,1.0789,0.065824
3.7444,1.0789,-0.017417
3.8713,1.0789,-0.092616
3.9983,1.0789,-0.15836
4.1252,1.0789,-0.21339
4.2521,1.0789,-0.25661
4.3791,1.0789,-0.28713
4.506,1.0789,-0.30424
4.6329,1.0789,-0.30747
4.7598,1.0789,-0.29657
4.8868,1.0789,-0.2715
5.0137,1.0789,-0.23247
5.1406,1.0789,-0.17989
5.2676,1.0789,-0.11441
5.3945,1.0789,-0.036874
5.5214,1.0789,0.051666
5.6484,1.0789,0.15
5.7753,1.0789,0.25673
5.9022,1.0789,0.37037
6.0291,1.0789,0.48928
6.1561,1.0789,0.61175
6.283,1.0789,0.73603
-6.283,1.2058,-0.50754
-6.1561,1.2058,-0.3766
-6.0291,1.2058,-0.24756
-5.9022,1.2058,-0.1223
-5.7753,1.2058,-0.002633
-5.6484,1.2058,0.10973
-5.5214,1.2058,0.21318
-5.3945,1.2058,0.30625
-5.2676,1.2058,0.38766
-5.1406,1.2058,0.4563
-5.0137,1.2058,0.51126
-4.8868,1.2058,0.55187
-4.7598,1.2058,0.57768
-4.6329,1.2058,0.58848
-4.506,1.2058,0.58429
-4.3791,1.2058,0.5654
-4.2521,1.2058,0.5323
-4.1252,1.2058,0.48573
-3.9983,1.2058,0.42666
-3.8713,1.2058,0.35622
-3.7444,1.2058,0.27577
-3.6175,1.2058,0.18679
-3.4906,1.2058,0.09093
-3.3636,1.2058,-0.01007
-3.2367,1.2058,-0.11438
-3.1098,1.2058,-0.22012
-2.9828,1.2058,-0.32538
-2.8559,1.2058,-0.42826
-2.729,1.2058,-0.52691
-2.6021,1.2058,-0.61953
-2.4751,1.2058,-0.70443
-2.3482,1.2058,-0.78003
-2.2213,1.2058,-0.84493
-2.0943,1.2058,-0.89786
-1.9674,1.2058,-0.93778
-1.8405,1.2058,-0.96384
-1.7135,1.2058,-0.97541
-1.5866,1.2058,-0.9721
-1.4597,1.2058,-0.95376
-1.3328,1.2058,-0.92049
-1.2058,1.2058,-0.87261
-1.0789,1.2058,-0.81069
-0.95197,1.2058,-0.73552
-0.82504,1.2058,-0.64811
-0.69811,1.2058,-0.54966
-0.57118,1.2058,-0.44155
-0.44425,1.2058,-0.32532
-0.31732,1.2058,-0.20262
-0.19039,1.2058,-0.075238
-0.063465,1.2058,0.054992
0.063465,1.2058,0.18617
0.19039,1.2058,0.3164
0.31732,1.2058,0.44379
0.44425,1.2058,0.56648
0.57118,1.2058,0.68272
0.69811,1.2058,0.79083
0.82504,1.2058,0.88928
0.95197,1.2058,0.97669
1.0789,1.2058,1.0519
1.2058,1.2058,1.1138
1.3328,1.2058,1.1617
1.4597,1.2058,1.1949
1.5866,1.2058,1.2133
1.7135,1.2058,1.2166
1.8405,1.2058,1.205
1.9674,1.2058,1.1789
2.0943,1.2058,1.139
2.2213,1.2058,1.0861
2.3482,1.2058,1.0212
2.4751,1.2058,0.94559
2.6021,1.2058,0.86069
2.729,1.2058,0.76807
2.8559,1.2058,0.66943
2.9828,1.2058,0.56654
3.1098,1.2058,0.46128
3.2367,1.2058,0.35555
3.3636,1.2058,0.25124
3.4906,1.2058,0.15024
3.6175,1.2058,0.054374
3.7444,1.2058,-0.034601
3.8713,1.2058,-0.11506
3.9983,1.2058,-0.18549
4.1252,1.2058,-0.24457
4.2521,1.2058,-0.29113
4.3791,1.2058,-0.32423
4.506,1.2058,-0.34313
4.6329,1.2058,-0.34731
4.7598,1.2058,-0.33652
4.8868,1.2058,-0.31071
5.0137,1.2058,-0.2701
5.1406,1.2058,-0.21513
5.2676,1.2058,-0.1465
5.3945,1.2058,-0.065087
5.5214,1.2058,0.027988
5.6484,1.2058,0.13144
5.7753,1.2058,0.2438
5.9022,1.2058,0.36347
6.0291,1.2058,0.48873
6.1561,1.2058,0.61777
6.283,1.2058,0.74871
-6.283,1.3328,-0.49484
-6.1561,1.3328,-0.35913
-6.0291,1.3328,-0.2254
-5.9022,1.3328,-0.095606
-5.7753,1.3328,0.028379
-5.6484,1.3328,0.14476
-5.5214,1.3328,0.25187
-5.3945,1.3328,0.34818
-5.2676,1.3328,0.43236
-5.1406,1.3328,0.50326
-5.0137,1.3328,0.55992
-4.8868,1.3328,0.60166
-4.7598,1.3328,0.628
-4.6329,1.3328,0.63872
-4.506,1.3328,0.63385
-4.3791,1.3328,0.61368
-4.2521,1.3328,0.57874
-4.1252,1.3328,0.52978
-3.9983,1.3328,0.46781
-3.8713,1.3328,0.39403
-3.7444,1.3328,0.30982
-3.6175,1.3328,0.21674
-3.4906,1.3328,0.1165
-3.3636,1.3328,0.010917
-3.2367,1.3328,-0.098111
-3.1098,1.3328,-0.20862
-2.9828,1.3328,-0.31864
-2.8559,1.3328,-0.42618
-2.729,1.3328,-0.52932
-2.6021,1.3328,-0.62619
-2.4751,1.3328,-0.71502
-2.3482,1.3328,-0.79419
-2.2213,1.3328,-0.86221
-2.0943,1.3328,-0.91779
-1.9674,1.3328,-0.95983
-1.8405,1.3328,-0.98745
-1.7135,1.3328,-1
-1.5866,1.3328,-0.99707
-1.4597,1.3328,-0.9785
-1.3328,1.3328,-0.9444
-1.2058,1.3328,-0.8951
-1.0789,1.3328,-0.8312
-0.95197,1.3328,-0.75351
-0.82504,1.3328,-0.66309
-0.69811,1.3328,-0.56118
-0.57118,1.3328,-0.44922
-0.44425,1.3328,-0.32881
-0.31732,1.3328,-0.20168
-0.19039,1.3328,-0.069673
-0.063465,1.3328,0.065296
0.063465,1.3328,0.20126
0.19039,1.3328,0.33622
0.31732,1.3328,0.46823
0.44425,1.3328,0.59537
0.57118,1.3328,0.71578
0.69811,1.3328,0.82773
0.82504,1.3328,0.92964
0.95197,1.3328,1.0201
1.0789,1.3328,1.0977
1.2058,1.3328,1.1617
1.3328,1.3328,1.211
1.4597,1.3328,1.2451
1.5866,1.3328,1.2636
1.7135,1.3328,1.2665
1.8405,1.3328,1.254
1.9674,1.3328,1.2264
2.0943,1.3328,1.1843
2.2213,1.3328,1.1288
2.3482,1.3328,1.0607
2.4751,1.3328,0.98157
2.6021,1.3328,0.89274
2.729,1.3328,0.79587
2.8559,1.3328,0.69273
2.9828,1.3328,0.58519
3.1098,1.3328,0.47517
3.2367,1.3328,0.36466
3.3636,1.3328,0.25563
3.4906,1.3328,0.15005
3.6175,1.3328,0.049811
3.7444,1.3328,-0.043264
3.8713,1.3328,-0.12747
3.9983,1.3328,-0.20126
4.1252,1.3328,-0.26323
4.2521,1.3328,-0.31219
4.3791,1.3328,-0.34713
4.506,1.3328,-0.3673
4.6329,1.3328,-0.37217
4.7598,1.3328,-0.36145
4.8868,1.3328,-0.33511
5.0137,1.3328,-0.29337
5.1406,1.3328,-0.2367
5.2676,1.3328,-0.16581
5.3945,1.3328,-0.081633
5.5214,1.3328,0.014683
5.6484,1.3328,0.12179
5.7753,1.3328,0.23817
